,Category,Claim,Debunk_Date,Label,Source,Keywords,bow
395,"Public authority actions, policy, and communications",dead bodies of coronavirus patients are being discarded in mass graves in italy  according to a    second video clip that has gone viral on social media   ,4/3/2020,False,Rappler,"['dead', 'body', 'coronavirus', 'patient', 'discarded', 'mass', 'graf', 'italy', 'according', 'second', 'gone', 'viral', 'social', 'medium']","{'patient': 1, 'viral': 1, 'medium': 1, 'bodi': 1, 'dead': 1, 'social': 1, 'itali': 1, 'second': 1, 'accord': 1, 'mass': 1}"
396,Community spread and impact,the viral video claims mass graves are in italy   ,3/26/2020,False,India Today,"['viral', 'claim', 'mass', 'graf', 'italy']","{'viral': 1, 'itali': 1, 'mass': 1}"
397,Virus transmission,there are    positive coronavirus cases in nagpur along with three doctors  one of whom is on ventilator   ,3/26/2020,False,India Today,"['positive', 'coronavirus', 'case', 'nagpur', 'along', 'three', 'doctor', 'ventilator']","{'case': 1, 'ventil': 1, 'posit': 1, 'along': 1, 'doctor': 1, 'three': 1}"
398,Claims about prominent actors,prince charles is infected with coronavirus after meeting indian singer kanika kapoor   ,3/26/2020,False,India Today,"['prince', 'charles', 'infected', 'coronavirus', 'meeting', 'indian', 'singer', 'kanika', 'kapoor']","{'infect': 1, 'indian': 1}"
399,"Public authority actions, policy, and communications",north korean president has ordered to shoot the first coronavirus patient in his country   ,3/26/2020,False,India Today,"['north', 'korean', 'president', 'ordered', 'shoot', 'first', 'coronavirus', 'patient', 'country']","{'first': 1, 'patient': 1, 'order': 1, 'countri': 1, 'presid': 1, 'north': 1}"
400,Claims about prominent actors,an image of indian home minister amit shah visiting covid    patients   ,3/26/2020,False,BOOM FactCheck,"['image', 'indian', 'home', 'minister', 'amit', 'shah', 'visiting', 'covid', 'patient']","{'patient': 1, 'indian': 1, 'minist': 1, 'home': 1, 'imag': 1, 'visit': 1}"
401,Claims about prominent actors,an image of a purported cnn broadcast shared thousands of times in multiple social media posts claims nigeria s president muhammadu buhari and his chief of staff abba kyari tested positive for the novel coronavirus   ,4/6/2020,False,AFP,"['image', 'purported', 'broadcast', 'shared', 'thousand', 'time', 'multiple', 'social', 'medium', 'post', 'claim', 'nigeria', 'president', 'muhammadu', 'buhari', 'chief', 'staff', 'abba', 'kyari', 'tested', 'positive', 'novel', 'coronavirus']","{'test': 1, 'posit': 1, 'medium': 1, 'time': 1, 'share': 1, 'social': 1, 'presid': 1, 'nigeria': 1, 'purport': 1, 'staff': 1, 'multipl': 1, 'post': 1, 'thousand': 1, 'imag': 1}"
402,Conspiracy theories,illuminati controlled u s  government  coronavirus caused by  g   ,3/30/2020,False,LeadStories,"['illuminati', 'controlled', 'government', 'coronavirus', 'caused']","{'govern': 1, 'control': 1, 'caus': 1}"
403,Claims about prominent actors,president trump did sign a  g bill but exposure effects are misleading   ,3/30/2020,False,LeadStories,"['president', 'trump', 'sign', 'bill', 'exposure', 'effect', 'misleading']","{'effect': 1, 'presid': 1, 'trump': 1, 'bill': 1}"
404,Claims about prominent actors,the un is providing food aid to south american countries due to the coronavirus pandemic   ,3/25/2020,False,El Surtidor,"['providing', 'food', 'south', 'american', 'country', 'coronavirus', 'pandemic']","{'countri': 1, 'food': 1, 'pandem': 1, 'american': 1, 'provid': 1, 'south': 1}"
405,"Public authority actions, policy, and communications",china got prepared to contain the virus and let the whole population get infected   ,3/25/2020,False,El Surtidor,"['china', 'prepared', 'contain', 'virus', 'whole', 'population', 'infected']","{'china': 1, 'infect': 1, 'viru': 1, 'popul': 1, 'contain': 1, 'prepar': 1}"
406,"Public authority actions, policy, and communications",paraguay s ministry of health is not following up people who are related to confirmed cases of coronavirus   ,3/25/2020,False,El Surtidor,"['paraguay', 'ministry', 'health', 'following', 'people', 'related', 'confirmed', 'case', 'coronavirus']","{'case': 1, 'confirm': 1, 'health': 1, 'relat': 1, 'follow': 1, 'ministri': 1}"
407,"Public authority actions, policy, and communications",ireland is in the first phase of a lockdown sequence   ,3/25/2020,False,TheJournal.ie,"['ireland', 'first', 'phase', 'lockdown', 'sequence']","{'first': 1, 'lockdown': 1}"
408,Community spread and impact,a publication by pearls news says    nigerian senators have tested positive for covid      ,3/25/2020,False,Dubawa,"['publication', 'pearl', 'news', 'nigerian', 'senator', 'tested', 'positive', 'covid']","{'test': 1, 'posit': 1, 'public': 1, 'news': 1, 'senat': 1, 'nigerian': 1}"
409,"Public authority actions, policy, and communications",image of police punishing people in indian state of assam for violating the curfew   ,3/25/2020,False,The Quint,"['image', 'police', 'punishing', 'people', 'indian', 'state', 'assam', 'violating', 'curfew']","{'state': 1, 'curfew': 1, 'indian': 1, 'polic': 1, 'imag': 1}"
410,Claims about prominent actors,indian singer kanika kapoor met prince charles  after which he tested positive for coronavirus   ,3/25/2020,False,The Quint,"['indian', 'singer', 'kanika', 'kapoor', 'prince', 'charles', 'tested', 'positive', 'coronavirus']","{'test': 1, 'posit': 1, 'indian': 1}"
411,Community spread and impact,italian doctor couple diagnosed with coronavirus   ,3/25/2020,False,The Quint,"['italian', 'doctor', 'couple', 'diagnosed', 'coronavirus']","{'diagnos': 1, 'italian': 1, 'doctor': 1, 'coupl': 1}"
412,Claims about prominent actors,uber suspends night services in kenya   ,3/31/2020,False,PesaCheck,"['uber', 'suspends', 'night', 'service', 'kenya']","{'servic': 1, 'kenya': 1}"
413,Medical advice and self-treatments,compounds in tea can help cure covid      ,3/25/2020,False,PesaCheck,"['compound', 'help', 'cure', 'covid']","{'cure': 1, 'help': 1}"
414,"Vaccines, medical treatments, and tests",a treatment for covid    will be manufactured in uganda   ,3/25/2020,False,PesaCheck,"['treatment', 'covid', 'manufactured', 'uganda']","{'treatment': 1, 'manufactur': 1}"
415,Community spread and impact,a picture showing dead italian doctors in an operating theater after succumbing to covid      ,3/25/2020,False,PesaCheck,"['picture', 'showing', 'dead', 'italian', 'doctor', 'operating', 'theater', 'succumbing', 'covid']","{'dead': 1, 'italian': 1, 'doctor': 1, 'pictur': 1}"
416,Claims about prominent actors,nairobi governor mike sonko has donated    million shillings for covid    response   ,3/25/2020,False,PesaCheck,"['nairobi', 'governor', 'mike', 'sonko', 'donated', 'million', 'shilling', 'covid', 'response']","{'million': 1, 'donat': 1, 'governor': 1, 'respons': 1}"
417,"Public authority actions, policy, and communications",indian government snooping messages over social media and all social media platforms will be monitored for covid    messages  ,3/25/2020,False,BOOM FactCheck,"['indian', 'government', 'snooping', 'message', 'social', 'medium', 'social', 'medium', 'platform', 'monitored', 'covid', 'message']","{'medium': 2, 'govern': 1, 'indian': 1, 'social': 2, 'messag': 2}"
418,Community spread and impact,pakistani doctor osama riaz s last message for you  while taking his last breath    ,3/25/2020,False,BOOM FactCheck,"['pakistani', 'doctor', 'osama', 'riaz', 'last', 'message', 'taking', 'last', 'breath']","{'breath': 1, 'take': 1, 'last': 2, 'messag': 1, 'doctor': 1}"
419,Community spread and impact,last photo of indonesian doctor hadio ali standing away from his family before he passed away from covid     ,3/25/2020,False,BOOM FactCheck,"['last', 'indonesian', 'doctor', 'hadio', 'standing', 'away', 'family', 'passed', 'away', 'covid']","{'last': 1, 'famili': 1, 'away': 2, 'stand': 1, 'doctor': 1}"
420,Medical advice and self-treatments,leave objects in the sun to avoid contracting the coronavirus   ,3/27/2020,False,PolitiFact,"['leave', 'object', 'avoid', 'contracting', 'coronavirus']","{'contract': 1, 'avoid': 1, 'leav': 1}"
421,Claims about prominent actors,streaming apps netflix and amazon prime give free subscriptions during covid    outbreak in india   ,3/25/2020,False,BOOM FactCheck,"['streaming', 'apps', 'netflix', 'amazon', 'prime', 'give', 'free', 'subscription', 'covid', 'outbreak', 'india']","{'give': 1, 'india': 1, 'free': 1, 'outbreak': 1, 'prime': 1}"
422,"Public authority actions, policy, and communications",indian army has built a       bed quarantine facility for covid      ,3/25/2020,False,BOOM FactCheck,"['indian', 'army', 'built', 'quarantine', 'facility', 'covid']","{'quarantin': 1, 'indian': 1, 'armi': 1, 'facil': 1}"
423,Community spread and impact,an image of a couple claimed to be doctors who have lost their lives to the coronavirus   ,3/25/2020,False,BOOM FactCheck,"['image', 'couple', 'claimed', 'doctor', 'lost', 'life', 'coronavirus']","{'lost': 1, 'doctor': 1, 'imag': 1, 'life': 1, 'coupl': 1}"
424,Claims about prominent actors,the brazilian singer preta gil was infected with covid    and performed to more than         people   ,3/25/2020,False,Observador,"['brazilian', 'singer', 'preta', 'infected', 'covid', 'performed', 'people']",{'infect': 1}
425,Community spread and impact,several photographs published on facebook claim to portray coffins with victims of the new coronavirus in italy   ,3/25/2020,False,Observador,"['several', 'photograph', 'published', 'claim', 'portray', 'coffin', 'victim', 'coronavirus', 'italy']","{'sever': 1, 'publish': 1, 'itali': 1, 'victim': 1, 'coffin': 1}"
426,Medical advice and self-treatments,a message in an image claims that drinking coffee can help prevent the new coronavirus   ,3/25/2020,False,Observador,"['message', 'image', 'claim', 'drinking', 'coffee', 'help', 'prevent', 'coronavirus']","{'drink': 1, 'help': 1, 'prevent': 1, 'messag': 1, 'imag': 1}"
427,Community spread and impact,over     doctors in italy die every day due to coronavirus   ,4/2/2020,False,Rappler,"['doctor', 'italy', 'every', 'coronavirus']","{'itali': 1, 'doctor': 1, 'everi': 1}"
428,"Public authority actions, policy, and communications",a photo of a fleet of blue lorries bearing the image of sri lankan prime minister mahinda rajapaksa has been shared repeatedly on facebook and twitter alongside a claim that the lorries were distributing food during the novel coronavirus curfew   ,3/26/2020,False,AFP,"['fleet', 'blue', 'lorry', 'bearing', 'image', 'lankan', 'prime', 'minister', 'mahinda', 'rajapaksa', 'shared', 'repeatedly', 'alongside', 'claim', 'lorry', 'distributing', 'food', 'novel', 'coronavirus', 'curfew']","{'curfew': 1, 'food': 1, 'share': 1, 'lankan': 1, 'minist': 1, 'alongsid': 1, 'distribut': 1, 'repeatedli': 1, 'imag': 1, 'prime': 1}"
429,Community spread and impact,images of patients treated in the open are from italy as it has run out of hospital beds   ,3/25/2020,False,India Today,"['image', 'patient', 'treated', 'open', 'italy', 'hospital']","{'patient': 1, 'hospit': 1, 'itali': 1, 'imag': 1, 'treat': 1, 'open': 1}"
430,"Public authority actions, policy, and communications",while coronavirus tests in other countries are conducted for free or at nominal charges  in india  it costs rs        ,3/25/2020,False,India Today,"['coronavirus', 'test', 'country', 'conducted', 'free', 'nominal', 'charge', 'india', 'cost']","{'test': 1, 'india': 1, 'free': 1, 'countri': 1, 'cost': 1}"
431,Medical advice and self-treatments,coronavirus has a ph level of     to     and can be prevented and cured by eating alkaline foods   ,3/25/2020,False,AfricaCheck,"['coronavirus', 'level', 'prevented', 'cured', 'eating', 'alkaline', 'food']","{'cure': 1, 'food': 1, 'alkalin': 1, 'prevent': 1, 'level': 1}"
432,"Public authority actions, policy, and communications",a purported notice issued by the pakistan red crescent and pakistan s health department on covid    isolation rules has been shared thousands of times on facebook  the advisory claims that families of those killed while in isolation will not be able to hold funerals or burials for them  ,4/7/2020,False,AFP,"['purported', 'notice', 'issued', 'pakistan', 'crescent', 'pakistan', 'health', 'department', 'covid', 'isolation', 'rule', 'shared', 'thousand', 'time', 'advisory', 'claim', 'family', 'killed', 'isolation', 'able', 'hold', 'funeral', 'burial']","{'issu': 1, 'isol': 2, 'kill': 1, 'time': 1, 'depart': 1, 'share': 1, 'health': 1, 'famili': 1, 'purport': 1, 'thousand': 1, 'hold': 1, 'advisori': 1}"
433,Claims about prominent actors,an  open letter  purportedly written by us billionaire and philanthropist bill gates about the novel coronavirus pandemic has been shared in english and chinese on facebook  twitter and various websites  the chinese language posts state the letter was translated from its original publication in british newspaper the sun   ,4/7/2020,False,AFP,"['open', 'letter', 'purportedly', 'written', 'billionaire', 'philanthropist', 'bill', 'gate', 'novel', 'coronavirus', 'pandemic', 'shared', 'english', 'chinese', 'various', 'website', 'chinese', 'language', 'post', 'state', 'letter', 'translated', 'original', 'publication', 'british', 'newspaper']","{'origin': 1, 'chines': 2, 'state': 1, 'share': 1, 'pandem': 1, 'post': 1, 'public': 1, 'variou': 1, 'bill': 1, 'open': 1, 'purportedli': 1, 'gate': 1}"
434,"Public authority actions, policy, and communications",children will be separated from parents for coronavirus treatment   ,3/27/2020,False,LeadStories,"['child', 'separated', 'parent', 'coronavirus', 'treatment']","{'child': 1, 'treatment': 1}"
435,"Public authority actions, policy, and communications",congress included include a raise for themselves in the coronavirus stimulus package   ,3/26/2020,False,LeadStories,"['congress', 'included', 'include', 'raise', 'coronavirus', 'stimulus', 'package']","{'includ': 2, 'stimulu': 1}"
436,"Public authority actions, policy, and communications",tanks are coming into u s  towns in advance for martial law  ,3/26/2020,False,LeadStories,"['tank', 'coming', 'town', 'advance', 'martial']",{'come': 1}
437,Medical advice and self-treatments,bitter gourd juice can cure novel coronavirus  as per bihar health department in india   ,3/25/2020,False,Vishvas News,"['bitter', 'gourd', 'juice', 'cure', 'novel', 'coronavirus', 'bihar', 'health', 'department', 'india']","{'india': 1, 'cure': 1, 'depart': 1, 'health': 1, 'bitter': 1, 'gourd': 1, 'juic': 1}"
438,Community spread and impact,a photo of a couple locked in an intimate embrace with their face masks lowered has been shared in facebook posts that claim they were nurses who were treating covid    patients in an italian hospital   ,4/9/2020,False,AFP,"['couple', 'locked', 'intimate', 'embrace', 'face', 'mask', 'lowered', 'shared', 'post', 'claim', 'nurse', 'treating', 'covid', 'patient', 'italian', 'hospital']","{'mask': 1, 'patient': 1, 'share': 1, 'italian': 1, 'hospit': 1, 'post': 1, 'face': 1, 'treat': 1, 'coupl': 1, 'lock': 1}"
439,Community spread and impact,an image is being shared on social media claiming  this italian doctor couple in the picture worked day and night and saved the lives of     patients  but on the eighth day  they caught coronavirus and died after an hour   ,3/18/2020,False,Newschecker,"['image', 'shared', 'social', 'medium', 'claiming', 'italian', 'doctor', 'couple', 'picture', 'worked', 'night', 'saved', 'life', 'patient', 'eighth', 'caught', 'coronavirus', 'died', 'hour']","{'patient': 1, 'work': 1, 'medium': 1, 'share': 1, 'social': 1, 'italian': 1, 'hour': 1, 'caught': 1, 'doctor': 1, 'imag': 1, 'save': 1, 'pictur': 1, 'life': 1, 'coupl': 1}"
440,Community spread and impact,paraguayans should not go out  even to buy bread  because the incubation period is up and positive cases of coronavirus will increase   ,3/24/2020,False,El Surtidor,"['paraguayan', 'even', 'bread', 'incubation', 'period', 'positive', 'case', 'coronavirus', 'increase']","{'case': 1, 'posit': 1, 'increas': 1, 'period': 1, 'even': 1}"
441,Medical advice and self-treatments,holding your breath for    seconds is a way to test for coronavirus   ,3/24/2020,False,El Surtidor,"['holding', 'breath', 'second', 'test', 'coronavirus']","{'breath': 1, 'test': 1, 'hold': 1, 'second': 1}"
442,Claims about prominent actors,netflix is providing free access to the platform due to quarantine   ,3/24/2020,False,El Surtidor,"['netflix', 'providing', 'free', 'access', 'platform', 'quarantine']","{'quarantin': 1, 'free': 1, 'provid': 1}"
443,Claims about prominent actors,new york governor andrew cuomo  rejected buying the recommended        ventilators in      for a pandemic  and established death panels and lotteries instead  so he had a chance to buy  in              ventilators at a very low price  and he turned it down    ,3/25/2020,False,PolitiFact,"['york', 'governor', 'andrew', 'cuomo', 'rejected', 'buying', 'recommended', 'ventilator', 'pandemic', 'established', 'death', 'panel', 'lottery', 'instead', 'chance', 'ventilator', 'price', 'turned']","{'ventil': 2, 'death': 1, 'pandem': 1, 'york': 1, 'recommend': 1, 'chanc': 1, 'governor': 1, 'turn': 1}"
444,Claims about prominent actors,wisconsin governor tony evers is  pushing firearm confiscation orders    ,3/25/2020,False,PolitiFact,"['wisconsin', 'governor', 'tony', 'evers', 'pushing', 'firearm', 'confiscation', 'order']","{'order': 1, 'governor': 1}"
445,"Public authority actions, policy, and communications",indian army has set up a       bed quarantine facility in rajasthan s barmer   ,3/24/2020,False,The Quint,"['indian', 'army', 'quarantine', 'facility', 'rajasthan', 'barmer']","{'quarantin': 1, 'indian': 1, 'armi': 1, 'facil': 1}"
446,Claims about prominent actors,justin trudeau s wife has released a video from her hospital bed   ,3/23/2020,False,The Quint,"['justin', 'trudeau', 'wife', 'released', 'hospital']","{'hospit': 1, 'releas': 1, 'trudeau': 1, 'wife': 1}"
447,Claims about prominent actors,president of italy crying because of the coronavirus pandemic   ,3/23/2020,False,The Quint,"['president', 'italy', 'coronavirus', 'pandemic']","{'pandem': 1, 'presid': 1, 'itali': 1}"
448,Conspiracy theories,there is no coronavirus  the chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient   ,3/25/2020,False,Science Feedback,"['coronavirus', 'chinese', 'secretly', 'working', 'biological', 'agent', 'supposed', 'make', 'protester', 'docile', 'obedient']","{'work': 1, 'chines': 1, 'biolog': 1, 'make': 1}"
449,Medical advice and self-treatments,tea can cure coronavirus   ,3/25/2020,False,The Quint,"['cure', 'coronavirus']",{'cure': 1}
450,"Vaccines, medical treatments, and tests",new vaccine can help cure coronavirus in three hours   ,3/23/2020,False,The Quint,"['vaccine', 'help', 'cure', 'coronavirus', 'three', 'hour']","{'vaccin': 1, 'cure': 1, 'hour': 1, 'help': 1, 'three': 1}"
451,Medical advice and self-treatments,gargling with hot water can prevent coronavirus infection   ,3/26/2020,False,The Quint,"['gargling', 'water', 'prevent', 'coronavirus', 'infection']","{'infect': 1, 'prevent': 1, 'gargl': 1, 'water': 1}"
452,"Public authority actions, policy, and communications",a video has been shared thousands of times in multiple posts on facebook which claim it shows a woman who was detained by police in australia after she tested positive for the novel coronavirus  covid     and was filmed spitting at a supermarket in a sydney suburb   ,3/24/2020,False,AFP,"['shared', 'thousand', 'time', 'multiple', 'post', 'claim', 'show', 'woman', 'detained', 'police', 'australia', 'tested', 'positive', 'novel', 'coronavirus', 'covid', 'filmed', 'spitting', 'supermarket', 'sydney', 'suburb']","{'test': 1, 'posit': 1, 'time': 1, 'share': 1, 'multipl': 1, 'post': 1, 'thousand': 1, 'polic': 1, 'detain': 1, 'woman': 1, 'australia': 1, 'supermarket': 1}"
453,"Public authority actions, policy, and communications",a screenshot of a purported news broadcast showing a lion in the street and reporting that russia has deployed hundreds of lions to maintain order during the novel coronavirus lockdown has been shared tens of thousands of times on facebook and twitter   ,3/25/2020,False,AFP,"['purported', 'news', 'broadcast', 'showing', 'lion', 'street', 'reporting', 'russia', 'deployed', 'hundred', 'lion', 'maintain', 'order', 'novel', 'coronavirus', 'lockdown', 'shared', 'thousand', 'time']","{'report': 1, 'lockdown': 1, 'order': 1, 'time': 1, 'share': 1, 'purport': 1, 'hundr': 1, 'thousand': 1, 'street': 1, 'news': 1, 'lion': 2, 'russia': 1}"
454,"Public authority actions, policy, and communications",a purported news report claims that philippine president rodrigo duterte approved the release of p        usd       to all recipients of the philippines  social security system  sss  to help them through the novel coronavirus pandemic   ,3/24/2020,False,AFP,"['purported', 'news', 'report', 'claim', 'philippine', 'president', 'rodrigo', 'duterte', 'approved', 'release', 'recipient', 'philippine', 'social', 'security', 'system', 'help', 'novel', 'coronavirus', 'pandemic']","{'report': 1, 'approv': 1, 'pandem': 1, 'social': 1, 'presid': 1, 'purport': 1, 'help': 1, 'dutert': 1, 'philippin': 2, 'rodrigo': 1, 'news': 1, 'releas': 1, 'secur': 1, 'system': 1}"
455,Claims about prominent actors,a video allegedly showing canadian prime minister justin trudeau s wife in a hospital bed urging people to stay home to avoid ending up seriously ill with the novel coronavirus has been shared thousands of times on facebook and twitter   ,3/24/2020,False,AFP,"['allegedly', 'showing', 'canadian', 'prime', 'minister', 'justin', 'trudeau', 'wife', 'hospital', 'urging', 'people', 'stay', 'home', 'avoid', 'ending', 'seriously', 'novel', 'coronavirus', 'shared', 'thousand', 'time']","{'time': 1, 'share': 1, 'minist': 1, 'hospit': 1, 'avoid': 1, 'thousand': 1, 'home': 1, 'stay': 1, 'allegedli': 1, 'prime': 1, 'canadian': 1, 'trudeau': 1, 'wife': 1}"
456,Community spread and impact,   new covid    cases confirmed in mombasa   ,3/24/2020,False,PesaCheck,"['covid', 'case', 'confirmed', 'mombasa']","{'case': 1, 'confirm': 1}"
457,Community spread and impact,a photo showing the bodies of italian covid    victims on a street   ,3/24/2020,False,PesaCheck,"['showing', 'body', 'italian', 'covid', 'victim', 'street']","{'bodi': 1, 'italian': 1, 'street': 1, 'victim': 1}"
458,Claims about prominent actors,pakistani dr  usman riaz speaks about coronavirus before his death   ,3/26/2020,False,The Quint,"['pakistani', 'usman', 'riaz', 'speaks', 'coronavirus', 'death']",{'death': 1}
459,"Public authority actions, policy, and communications",purported advisories urging residents to stay indoors while national air force helicopters spray disinfectant over homes to kill off the novel coronavirus have been circulated online in sri lanka and the philippines   ,3/26/2020,False,AFP,"['purported', 'advisory', 'urging', 'resident', 'stay', 'indoors', 'national', 'force', 'helicopter', 'spray', 'disinfectant', 'home', 'kill', 'novel', 'coronavirus', 'circulated', 'online', 'lanka', 'philippine']","{'nation': 1, 'kill': 1, 'lanka': 1, 'purport': 1, 'forc': 1, 'philippin': 1, 'home': 1, 'stay': 1, 'circul': 1, 'advisori': 1, 'resid': 1, 'disinfect': 1, 'indoor': 1, 'spray': 1}"
460,Claims about prominent actors,globe telecom is giving every subscriber free mobile load worth p    as help or donation amid the coronavirus crisis   ,3/25/2020,False,Rappler,"['globe', 'telecom', 'giving', 'every', 'subscriber', 'free', 'mobile', 'load', 'worth', 'help', 'donation', 'amid', 'coronavirus', 'crisis']","{'give': 1, 'amid': 1, 'free': 1, 'help': 1, 'crisi': 1, 'donat': 1, 'mobil': 1, 'everi': 1}"
461,Medical advice and self-treatments,gargling with hot water cures coronavirus  says a doctor from mumbai s covid    hospital   ,3/24/2020,False,BOOM FactCheck,"['gargling', 'water', 'cure', 'coronavirus', 'doctor', 'mumbai', 'covid', 'hospital']","{'cure': 1, 'hospit': 1, 'mumbai': 1, 'doctor': 1, 'gargl': 1, 'water': 1}"
462,Claims about prominent actors,a police commissioner from mumbai has asked essential services to be available at certain hours   ,3/24/2020,False,BOOM FactCheck,"['police', 'commissioner', 'mumbai', 'asked', 'essential', 'service', 'available', 'certain', 'hour']","{'servic': 1, 'essenti': 1, 'hour': 1, 'mumbai': 1, 'polic': 1, 'avail': 1}"
463,Claims about prominent actors,says that under order from gov  tony evers  he and his eight children can t legally have dinner together anymore   ,3/27/2020,False,PolitiFact,"['order', 'tony', 'evers', 'eight', 'child', 'legally', 'dinner', 'together', 'anymore']","{'child': 1, 'order': 1}"
464,"Public authority actions, policy, and communications",says nancy pelosi s coronavirus bill includes  tax credits for solar and wind energy   retirement plans for community newspaper employees        million for pbs   climate change studies  and more   ,3/24/2020,False,PolitiFact,"['nancy', 'pelosi', 'coronavirus', 'bill', 'includes', 'credit', 'solar', 'wind', 'energy', 'retirement', 'plan', 'community', 'newspaper', 'employee', 'million', 'climate', 'change', 'study']","{'employe': 1, 'includ': 1, 'million': 1, 'bill': 1, 'studi': 1}"
465,Community spread and impact,gargling with warm water and salt or vinegar eliminates the coronavirus   ,3/27/2020,False,Science Feedback,"['gargling', 'warm', 'water', 'salt', 'vinegar', 'eliminates', 'coronavirus']","{'gargl': 1, 'salt': 1, 'water': 1, 'warm': 1, 'elimin': 1, 'vinegar': 1}"
466,Virus transmission, sars cov    is spreading quickly from gas pumps  shopping carts as well   ,3/26/2020,False,Science Feedback,"['sars', 'spreading', 'quickly', 'pump', 'shopping', 'cart', 'well']","{'spread': 1, 'shop': 1, 'well': 1}"
467,Claims about prominent actors,trump web ad usings misleading edits to create a false picture   ,3/31/2020,False,Washington Post Fact-Checker,"['trump', 'using', 'misleading', 'edits', 'create', 'false', 'picture']","{'trump': 1, 'pictur': 1, 'creat': 1, 'fals': 1}"
468,Community spread and impact,a post says that  on              people died in italy and included     kids   ,3/24/2020,False,Observador,"['people', 'died', 'italy', 'included']","{'includ': 1, 'itali': 1}"
469,"Vaccines, medical treatments, and tests",a post says that a vaccine for the new coronavirus will be available in a few days   ,3/24/2020,False,Observador,"['vaccine', 'coronavirus', 'available']","{'vaccin': 1, 'avail': 1}"
470,"Public authority actions, policy, and communications",facebook posts featuring a photo of ventilators in the u s  state of new york claim the devices are  stuck in a warehouse    ,4/3/2020,False,AFP,"['post', 'featuring', 'ventilator', 'state', 'york', 'claim', 'device', 'stuck', 'warehouse']","{'ventil': 1, 'state': 1, 'york': 1, 'post': 1, 'featur': 1}"
471,Community spread and impact,photo of people in medical scrubs lying on the floor of an operating theatre shows some of the     italian doctors who died of covid    in one day on           ,3/30/2020,False,AfricaCheck,"['people', 'medical', 'scrub', 'lying', 'floor', 'operating', 'theatre', 'show', 'italian', 'doctor', 'died', 'covid']","{'medic': 1, 'italian': 1, 'doctor': 1}"
472,Claims about prominent actors,a video of a woman reciting sanskrit verses has been viewed thousands of times on facebook and twitter alongside a claim that she was delivering sacred verses on a spanish radio station during the novel coronavirus pandemic   ,4/3/2020,False,AFP,"['woman', 'reciting', 'sanskrit', 'verse', 'viewed', 'thousand', 'time', 'alongside', 'claim', 'delivering', 'sacred', 'verse', 'spanish', 'radio', 'station', 'novel', 'coronavirus', 'pandemic']","{'view': 1, 'time': 1, 'pandem': 1, 'alongsid': 1, 'thousand': 1, 'woman': 1}"
473,"Public authority actions, policy, and communications",multiple posts shared repeatedly on facebook and twitter claim that a hong kong medical lab has warned the novel coronavirus can remain viable on fruits and vegetables for    hours  therefore people should  avoid salads  over fears of contracting covid      ,4/7/2020,False,AFP,"['multiple', 'post', 'shared', 'repeatedly', 'claim', 'hong', 'kong', 'medical', 'warned', 'novel', 'coronavirus', 'remain', 'viable', 'fruit', 'vegetable', 'hour', 'therefore', 'people', 'avoid', 'salad', 'fear', 'contracting', 'covid']","{'medic': 1, 'contract': 1, 'share': 1, 'warn': 1, 'hour': 1, 'multipl': 1, 'post': 1, 'avoid': 1, 'repeatedli': 1, 'remain': 1, 'veget': 1, 'fear': 1}"
474,Community spread and impact,deaths blamed on coronavirus are actually due to the flu   ,3/26/2020,False,LeadStories,"['death', 'blamed', 'coronavirus', 'actually']","{'death': 1, 'actual': 1, 'blame': 1}"
475,Claims about prominent actors,the names of coronavirus victims have been published online in media   ,3/27/2020,False,LeadStories,"['name', 'coronavirus', 'victim', 'published', 'online', 'medium']","{'publish': 1, 'medium': 1, 'name': 1, 'victim': 1}"
476,"Vaccines, medical treatments, and tests",a new vaccine to cure coronavirus has been developed by u s  scientists   ,3/24/2020,False,Vishvas News,"['vaccine', 'cure', 'coronavirus', 'developed', 'scientist']","{'develop': 1, 'vaccin': 1, 'cure': 1, 'scientist': 1}"
477,Community spread and impact,a photo has been shared hundreds of times on facebook alongside a claim it shows coffins of coronavirus victims in italy   ,4/1/2020,False,AFP,"['shared', 'hundred', 'time', 'alongside', 'claim', 'show', 'coffin', 'coronavirus', 'victim', 'italy']","{'time': 1, 'share': 1, 'hundr': 1, 'alongsid': 1, 'itali': 1, 'victim': 1, 'coffin': 1}"
478,"Public authority actions, policy, and communications",russia has allegedly unleashed over     lions in order to ensure that people stay inside their houses   ,3/23/2020,False,The Quint,"['russia', 'allegedly', 'unleashed', 'lion', 'order', 'ensure', 'people', 'stay', 'inside', 'house']","{'order': 1, 'stay': 1, 'allegedli': 1, 'ensur': 1, 'hous': 1, 'insid': 1, 'lion': 1, 'russia': 1}"
